county,year,week,aqi,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg
Chiayi City,2022,12,83.0297619047619,2.2612121212121212,0.3625748502994012,22.918072289156626,22.541666666666668,42.3855421686747,28.431137724550897,12.384756097560976,14.542073170731708,2.1097560975609757,0.31785714285714284,28.875,42.857142857142854,1.6964285714285714
Chiayi City,2022,13,77.57142857142857,2.031137724550898,0.36191616766467066,32.60778443113772,32.13095238095238,43.355421686746986,26.45508982035928,13.670481927710844,15.195180722891568,1.4771084337349396,0.3136904761904762,26.708333333333332,43.36309523809524,1.5535714285714286
Chiayi City,2022,14,85.23809523809524,2.864814814814815,0.34458333333333335,37.24277108433735,36.964285714285715,53.712574850299404,29.49700598802395,10.83878787878788,12.177575757575758,1.2969696969696969,0.29642857142857143,29.24404761904762,52.88690476190476,2.2261904761904763
Chiayi City,2022,15,69.66666666666667,2.9107784431137724,0.3049700598802395,37.38562874251497,36.910714285714285,36.493975903614455,22.7125748502994,10.104790419161677,11.21377245508982,1.0736526946107785,0.25476190476190474,22.613095238095237,36.142857142857146,2.494047619047619
Chiayi City,2022,16,77.77380952380952,2.5592814371257484,0.3343452380952381,30.426785714285714,30.339285714285715,36.40963855421687,26.473053892215567,10.980864197530865,11.738888888888889,0.7666666666666667,0.29107142857142854,26.851190476190474,36.714285714285715,2.1845238095238093
Chiayi City,2022,17,51.857142857142854,2.0490909090909093,0.23808383233532934,26.762048192771083,25.833333333333332,27.987951807228917,16.718562874251496,8.663030303030304,9.515757575757576,0.8145454545454546,0.18095238095238098,16.595238095238095,27.36904761904762,1.4761904761904763
Chiayi City,2022,18,62.398809523809526,3.1349397590361443,0.34476190476190477,34.90479041916168,34.767857142857146,35.544910179640716,19.662650602409638,11.023214285714285,11.942261904761905,0.9035714285714287,0.29642857142857143,19.523809523809526,34.601190476190474,2.392857142857143
Chiayi City,2022,19,41.55357142857143,2.072049689440994,0.24419161676646708,21.46766467065868,20.93452380952381,26.012048192771083,12.826347305389222,9.476047904191617,10.640718562874252,1.1221556886227546,0.19583333333333333,12.916666666666666,26.041666666666668,1.6011904761904763
Chiayi City,2022,20,61.11904761904762,2.6005988023952096,0.31083333333333335,36.467261904761905,35.779761904761905,37.58682634730539,19.431137724550897,11.207142857142857,11.827380952380953,0.6113095238095239,0.2630952380952381,19.142857142857142,36.42261904761905,2.107142857142857
Chiayi City,2022,21,33.226190476190474,2.1191616766467063,0.19179640718562874,18.304191616766467,18.863690476190477,20.910179640718564,9.120481927710843,7.533132530120482,8.657831325301204,1.0927710843373495,0.1505952380952381,9.494047619047619,21.071428571428573,1.6547619047619047
Chiayi City,2022,22,19.773809523809526,1.4624242424242424,0.11162650602409639,16.526060606060607,16.6125,15.240963855421686,4.644578313253012,5.2754601226993865,5.7251533742331295,0.4564417177914111,0.0636904761904762,4.607142857142857,14.696428571428571,1.0
Chiayi City,2022,23,18.041666666666668,1.475151515151515,0.13880239520958085,15.431927710843372,15.461904761904762,14.22754491017964,3.874251497005988,5.784242424242424,6.6896969696969695,0.8848484848484849,0.08630952380952381,3.7976190476190474,13.791666666666666,1.0
Chiayi City,2022,24,19.56547619047619,1.5030864197530864,0.09825301204819277,17.320858895705523,17.30060606060606,13.377245508982035,4.532934131736527,4.892307692307693,5.569230769230769,0.6660256410256411,0.048809523809523817,4.25,12.696428571428571,1.0
Chiayi City,2022,25,24.785714285714285,1.586060606060606,0.13849397590361445,17.913414634146342,18.095238095238095,18.133333333333333,4.721212121212122,4.33664596273292,5.368322981366459,0.995031055900621,0.09821428571428571,5.011904761904762,17.93452380952381,1.1428571428571428
